alias,code,vendor_type,vendor_code
爱因霍温,NLD000002000,meiya_air,EIN
汉伯塞,GBR000006000,meiya_air,HUY
利兹,GBR000007000,meiya_air,LBA
特隆赫姆,NOR000023000,meiya_air,TRD
彼尔姆,RUS000PER000,meiya_air,PEE
昂热,FRA000019000,meiya_air,ANE
布雷斯特,FRA000020000,meiya_air,BES
利摩日,FRA000LIG000,meiya_air,LIG
勒芒,FRA000021000,meiya_air,LME
普瓦捷,FRA000022000,meiya_air,PIS
坎佩尔,FRA000023000,meiya_air,UIP
维哥,ESP000005000,meiya_air,VGO
维多利亚,AUSVIC000000,meiya_air,YYJ
奥瓦尔迪亚港,PAN000001000,meiya_air,PUE
达拉曼,TUR000001000,meiya_air,DLM
凡城,TUR000002000,meiya_air,VAN
马拉提亚,TUR000004000,meiya_air,MLX
加济安泰普,TUR000GAZ000,meiya_air,GZT
俄祖汝穆,TUR000005000,meiya_air,ERZ
迪亚巴克尔,TUR000DIY000,meiya_air,DIY
开塞利,TUR000KAY000,meiya_air,ASR
科尼亚,TUR000KON000,meiya_air,KYA
萨姆松,TUR000SAM000,meiya_air,SSX
特拉布宗,TUR000TRA000,meiya_air,TZX
博德鲁姆,TUR000006000,meiya_air,BXN
代尼兹利,TUR000DEN000,meiya_air,DNZ
埃德米特,TUR000007000,meiya_air,EDO
图尔斯,FRA000024000,meiya_air,TUF
兰萨罗特,ESP000006000,meiya_air,ACE
伊比萨,ESP000007000,meiya_air,IBZ
喀山,RUS000KZN000,meiya_air,KZN
勒阿弗尔,FRA000025000,meiya_air,LEH
梅诺卡,ESP000008000,meiya_air,MAH
塔斯卡卢萨,USAAP0010000,meiya_air,TCL
特内里费,ESP000009000,meiya_air,TCI
卡利博,PHL000001000,meiya_air,KLO
宫崎,JPN000045000,meiya_air,KMI
南萨哈林斯克,RUS000JSA000,meiya_air,UUS
博伊西,USA0IDBOI000,meiya_air,BOI
约恩苏,FIN000JOE000,meiya_air,JOE
于伐斯居拉,FIN000001000,meiya_air,JYV
卡尼亚,FIN000002000,meiya_air,KAJ
库萨莫,FIN000003000,meiya_air,KAO
科科拉,FIN000KOK000,meiya_air,KOK
基蒂拉,FIN000004000,meiya_air,KTT
库奥皮欧,FIN000005000,meiya_air,KUO
玛丽港,FIN000MHQ000,meiya_air,MHQ
奥卢,FIN000OLU000,meiya_air,OUL
罗瓦涅米,FIN000RVN000,meiya_air,RVN
图尔库,FIN000TKU000,meiya_air,TKU
坦佩雷,FIN000TMP000,meiya_air,TMP
瓦萨,FIN000VAA000,meiya_air,VAA
索科托,NGA000001000,meiya_air,SKO
辛菲罗波尔,UKR000013000,meiya_air,SIP
小松,JPN000058000,meiya_air,KMQ
纳雷,COL000002000,meiya_air,NAR
科希策,SVK000KOR000,meiya_air,KSC
普里什蒂纳,SCG000PRN000,meiya_air,PRN
蒂米什瓦拉,ROU0000TI000,meiya_air,TSR
刁曼,MYS000006000,meiya_air,TOD
昆斯敦,NZL000024000,meiya_air,ZQN
阿尔伯克基,USA0NMABQ000,meiya_air,ABQ
威奇托市,USAAP0015000,meiya_air,ICT
塔尔萨,USA0OKTUL000,meiya_air,TUL
大急流城,USA0MIGRR000,meiya_air,GRR
罗切斯特,USA0MNRST000,meiya_air,ROC
卡胡卢伊,USAAP0018000,meiya_air,OGG
奥尔巴尼,AUS0WAALH000,meiya_air,ALB
斯泰特科利奇,USAAP0020000,meiya_air,SCE
哈里斯堡,USAAP0021000,meiya_air,HAR
里士满,USA0VARIC000,meiya_air,RIC
迈尔斯堡,USAAP0024000,meiya_air,FMY
西棕榈滩,USAAP0025000,meiya_air,PBI
劳德代尔,USAAP0026000,meiya_air,FLL
哈特福德,USA0CTHFD000,meiya_air,HFD
普罗维登斯,USA0RIPVD000,meiya_air,PVD
圣何塞,CRI0000SJ000,meiya_air,SJC
香农,IRL000001000,meiya_air,SNN
纳什维尔,USA0TNBNA000,meiya_air,BNA
北九州,JPN000059000,meiya_air,KKJ
诺克斯威尔,USAAP0029000,meiya_air,TYS
小石城,USA0ARLIT000,meiya_air,LIT
汉斯威尔,USAAP0030000,meiya_air,HSV
格林威尔,USAAP0031000,meiya_air,GSP
查尔斯顿,USA0SCCHS000,meiya_air,CRW
斯普林菲尔德,USA0ILSPI000,meiya_air,SPI
埃里温,ARM000EVN000,meiya_air,EVN
南本德,USAAP0032000,meiya_air,SBN
满各里,IDN000147000,meiya_air,3253
卡里马瓜,COL000003000,meiya_air,CCO
秋田,JPN000005000,meiya_air,AXT
伊瓜苏福尔斯,BRA000003000,meiya_air,IGU
阿斯塔纳,KAZ000AST000,meiya_air,TSE
第比利斯,GEO000001000,meiya_air,TBS
帕拉马里博,SUR0000PM000,meiya_air,PBM
米卡萨拉,AUS000001000,meiya_air,MKR
费耶特维尔,USA0ARFYV000,meiya_air,FYV
奥古斯塔,USA0MEAUG000,meiya_air,AGS
锡拉丘兹,USAAP0033000,meiya_air,SYR
卢本巴希,COD000003000,meiya_air,FBM
桑托斯将军城,PHL000002000,meiya_air,GES
魁北克,CAN000QUE000,meiya_air,YQB
帕福斯,CYP000005000,meiya_air,PFO
什里夫波特,USA0LASHV000,meiya_air,SHV
里沃夫,UKR000001000,meiya_air,LWO
第聂伯罗彼得罗夫斯克,UKR000002000,meiya_air,DNK
丰沙尔,PRT000FUN000,meiya_air,FNC
哈尔科夫,UKR000063000,meiya_air,HRK
克拉斯诺达尔,RUS000KRR000,meiya_air,KRR
罗斯托夫,RUS000003000,meiya_air,ROV
锡比乌,ROU0000SO000,meiya_air,SBZ
瓦尔纳,BGR000VAR000,meiya_air,VAR
布卢明顿-诺马尔,USAAP0034000,meiya_air,BMI
特拉弗斯城,USAAP0035000,meiya_air,TVC
锡达拉皮兹,USA0IACID000,meiya_air,CID
波德戈里察,SCG000POD000,meiya_air,TGD
乔普林,USAAP0036000,meiya_air,JLN
萨德伯里,CAN000SUD000,meiya_air,YSB
拉克鲁斯,USAAP0037000,meiya_air,LSE
卡鲁普,DNK000003000,meiya_air,KRP
圣约翰斯,CAN000SJB000,meiya_air,YYT
卢加诺,CHE000002000,meiya_air,LUG
罗阿诺克,USAAP0038000,meiya_air,ROA
彭萨科拉,USAAP0039000,meiya_air,PNS
奥胡斯,DNK0000AR000,meiya_air,AAR
阿斯马拉,ETH000001000,meiya_air,ASM
班戈,USA0MEBNQ000,meiya_air,BGR
拿骚,BHS000026000,meiya_air,NAS
斯普林菲尔德(布兰森地区),USA0MOSGF000,meiya_air,SGF
达曼,SAU000DAM000,meiya_air,DMM
尚佩恩,USAAP0040000,meiya_air,CMI
安哥拉城,USAAP0041000,meiya_air,ANQ
蒙哥马利,USA0ALMGM000,meiya_air,MGM
桑德贝,CAN000THU000,meiya_air,YQT
查塔努加,USA0TNCHA000,meiya_air,CHA
法戈,USA0NDFAR000,meiya_air,FAR
马塞卢,LSO00000A000,meiya_air,MSU
萨吉诺,USA0MISGM000,meiya_air,MBS
巴吞鲁日,USA0LABTR000,meiya_air,BTR
博蒙特,USAAP0042000,meiya_air,BPT
迈克艾伦,USAAP0043000,meiya_air,MFE
蔚山,KOR031000000,meiya_air,USN
拉菲特,USAAP0044000,meiya_air,LFT
米里,MYS000007000,meiya_air,MYY
埃文斯维尔,USA0INEVV000,meiya_air,EVV
坎卢普斯,CAN000006000,meiya_air,YKA
巴淡岛,IDN000012000,meiya_air,BTH
林雪平,SWE000001000,meiya_air,LPI
马尔默,SWE000002000,meiya_air,MMA
安大略,USAAP0046000,meiya_air,ONT
朗塞斯顿,AUSTASLST000,meiya_air,LST
圣约翰堡,CAN000007000,meiya_air,YXJ
霍夫,DEU000008000,meiya_air,HOQ
里贾纳,CAN000REG000,meiya_air,YQR
林肯,USA0NELNK000,meiya_air,LNK
鲁安,CAN000008000,meiya_air,YUY
台中,CHN071004000,meiya_air,RMQ
夏洛特敦,CAN000CHA000,meiya_air,YYG
伊利,USA0PAERI000,meiya_air,ERI
阿克伦/坎通,USAAP0047000,meiya_air,CAK
马凯特,USAAP0048000,meiya_air,MQT
马斯基根,USA0MIMKG000,meiya_air,MKG
塔拉哈西,USA0FLTLH000,meiya_air,TLH
曼齐尼,KOR000002000,meiya_air,MTS
马恩岛,GBR000013000,meiya_air,IOM
尤金,USA0OREUG000,meiya_air,EUG
韦恩堡,USA0INFWA000,meiya_air,FWA
杜布罗夫尼克,HRV000022000,meiya_air,DBV
乌法,RUS000UFA000,meiya_air,UFA
多内茨克,UKR000003000,meiya_air,DOK
爱尔福特,DEU000009000,meiya_air,ERF
萨凡纳,USAAP0050000,meiya_air,SAV
布拉迪斯拉发,SVK000BTS000,meiya_air,BTS
布宜诺斯艾丽斯,ARG000BUE000,meiya_air,BAI
叶卡捷琳堡,RUS000005000,meiya_air,SVX
多森,USAAP0062000,meiya_air,DHN
费尔班克斯,USA0AKFAI000,meiya_air,FAI
奇科,USAAP0063000,meiya_air,CIC
蒙克顿,CAN000010000,meiya_air,YQM
杰克逊,USA0MSJAN000,meiya_air,JAN
代托纳比奇,USAAP0064000,meiya_air,DAB
沃索,USA0WIAUW000,meiya_air,AUW
纳奈莫,CAN000011000,meiya_air,YCD
滑铁卢,USAAP0065000,meiya_air,ALO
乔治城,ZAF000001000,meiya_air,GRJ
隆内比,SWE000005000,meiya_air,RNB
阿什维尔,USAAP0114000,meiya_air,AVL
宾厄姆顿,USAAP0144000,meiya_air,BGM
普杰,IND000016000,meiya_air,BHJ
吕宋岛,PHL000021000,meiya_air,NCP
考爱岛,USAAP0581000,meiya_air,LIH
费拉格尔斯塔夫,USAAP0606000,meiya_air,FLG
金斯维尔,USAAP0607000,meiya_air,NQI
